date,hour,energy_kWh
2/2/2014,0,1.077
2/2/2014,1,0.689
2/2/2014,2,0.558
2/2/2014,3,0.521
2/2/2014,4,0.549
2/2/2014,5,0.539
2/2/2014,6,0.509
2/2/2014,7,0.522
2/2/2014,8,0.701
2/2/2014,9,0.895
2/2/2014,10,1.049
2/2/2014,11,0.779
2/2/2014,12,1.16
2/2/2014,13,1.478
2/2/2014,14,0.775
2/2/2014,15,0.518
2/2/2014,16,2.968
2/2/2014,17,1.389
2/2/2014,18,1.123
2/2/2014,19,1.44
2/2/2014,20,1.74
2/2/2014,21,1.235
2/2/2014,22,1.459
2/2/2014,23,1.168
2/3/2014,0,0.518
2/3/2014,1,0.533
2/3/2014,2,0.514
2/3/2014,3,0.543
2/3/2014,4,0.548
2/3/2014,5,0.526
2/3/2014,6,0.532
2/3/2014,7,1.157
2/3/2014,8,3.535
2/3/2014,9,1.425
2/3/2014,10,0.616
2/3/2014,11,0.683
2/3/2014,12,0.525
2/3/2014,13,0.711
2/3/2014,14,0.598
2/3/2014,15,0.507
2/3/2014,16,0.558
2/3/2014,17,0.995
2/3/2014,18,1.935
2/3/2014,19,1.908
2/3/2014,20,2.261
2/3/2014,21,1.738
2/3/2014,22,1.242
2/3/2014,23,0.932
2/4/2014,0,0.569
2/4/2014,1,0.554
2/4/2014,2,0.533
2/4/2014,3,0.561
2/4/2014,4,0.541
2/4/2014,5,0.574
2/4/2014,6,0.592
2/4/2014,7,1.131
2/4/2014,8,1.316
2/4/2014,9,1.326
2/4/2014,10,0.667
2/4/2014,11,0.657
2/4/2014,12,0.591
2/4/2014,13,0.526
2/4/2014,14,0.843
2/4/2014,15,0.825
2/4/2014,16,1.195
2/4/2014,17,1.824
2/4/2014,18,2.402
2/4/2014,19,2.327
2/4/2014,20,4.137
2/4/2014,21,1.462
2/4/2014,22,1.133
2/4/2014,23,1.163
2/5/2014,0,0.543
2/5/2014,1,0.6
2/5/2014,2,0.572
2/5/2014,3,0.569
2/5/2014,4,0.525
2/5/2014,5,0.565
2/5/2014,6,0.564
2/5/2014,7,0.892
2/5/2014,8,1.037
2/5/2014,9,0.783
2/5/2014,10,0.544
2/5/2014,11,0.493
2/5/2014,12,0.55
2/5/2014,13,0.494
2/5/2014,14,0.533
2/5/2014,15,0.689
2/5/2014,16,0.896
2/5/2014,17,1.021
2/5/2014,18,1.729
2/5/2014,19,1.18
2/5/2014,20,0.67
2/5/2014,21,0.761
2/5/2014,22,1.31
2/5/2014,23,1.037
2/6/2014,0,0.523
2/6/2014,1,0.552
2/6/2014,2,0.535
2/6/2014,3,0.535
2/6/2014,4,0.657
2/6/2014,5,0.555
2/6/2014,6,0.566
2/6/2014,7,1.071
2/6/2014,8,1.401
2/6/2014,9,0.694
2/6/2014,10,0.661
2/6/2014,11,0.657
2/6/2014,12,0.661
2/6/2014,13,0.511
2/6/2014,14,0.741
2/6/2014,15,0.563
2/6/2014,16,0.788
2/6/2014,17,1.836
2/6/2014,18,1.828
2/6/2014,19,1.548
2/6/2014,20,1.212
2/6/2014,21,1.458
2/6/2014,22,1.009
2/6/2014,23,1.346
2/7/2014,0,0.733
2/7/2014,1,0.494
2/7/2014,2,0.568
2/7/2014,3,0.554
2/7/2014,4,0.521
2/7/2014,5,0.557
2/7/2014,6,0.524
2/7/2014,7,0.929
2/7/2014,8,0.602
2/7/2014,9,0.903
2/7/2014,10,1.006
2/7/2014,11,0.888
2/7/2014,12,0.783
2/7/2014,13,0.58
2/7/2014,14,1.381
2/7/2014,15,2.749
2/7/2014,16,0.678
2/7/2014,17,0
2/7/2014,18,0
2/7/2014,19,0
2/7/2014,20,0
2/7/2014,21,0
2/7/2014,22,0
2/7/2014,23,0
2/8/2014,0,12.372
2/8/2014,1,0.545
2/8/2014,2,0.565
2/8/2014,3,0.595
2/8/2014,4,0.591
2/8/2014,5,0.564
2/8/2014,6,0.635
2/8/2014,7,0.59
2/8/2014,8,0.66
2/8/2014,9,1.083
2/8/2014,10,1.044
2/8/2014,11,3.548
2/8/2014,12,2.931
2/8/2014,13,2.285
2/8/2014,14,1.785
2/8/2014,15,0.837
2/8/2014,16,0.845
2/8/2014,17,0.996
2/8/2014,18,1.806
2/8/2014,19,2.226
2/8/2014,20,1.288
2/8/2014,21,0.911
2/8/2014,22,0.814
2/8/2014,23,0.912
2/9/2014,0,0.694
2/9/2014,1,0.78
2/9/2014,2,0.81
2/9/2014,3,0.813
2/9/2014,4,0.603
2/9/2014,5,0.541
2/9/2014,6,0.567
2/9/2014,7,0.574
2/9/2014,8,0.693
2/9/2014,9,0.625
2/9/2014,10,1.181
2/9/2014,11,0.974
2/9/2014,12,1.099
2/9/2014,13,2.23
2/9/2014,14,0.741
2/9/2014,15,0.604
2/9/2014,16,1.094
2/9/2014,17,5.252
2/9/2014,18,2.817
2/9/2014,19,1.128
2/9/2014,20,2.304
2/9/2014,21,2.937
2/9/2014,22,1.023
2/9/2014,23,1.076
2/10/2014,0,0.507
2/10/2014,1,0.535
2/10/2014,2,0.53
2/10/2014,3,0.544
2/10/2014,4,0.513
2/10/2014,5,0.546
2/10/2014,6,0.55
2/10/2014,7,0.53
2/10/2014,8,0.598
2/10/2014,9,0.736
2/10/2014,10,1
2/10/2014,11,0.88
2/10/2014,12,1.427
2/10/2014,13,1.192
2/10/2014,14,1.405
2/10/2014,15,1.638
2/10/2014,16,1.381
2/10/2014,17,1.405
2/10/2014,18,0.986
2/10/2014,19,1.097
2/10/2014,20,1.228
2/10/2014,21,1.098
2/10/2014,22,1.036
2/10/2014,23,1.3
2/11/2014,0,1.075
2/11/2014,1,0.559
2/11/2014,2,0.532
2/11/2014,3,0.525
2/11/2014,4,0.576
2/11/2014,5,0.521
2/11/2014,6,0.524
2/11/2014,7,1.133
2/11/2014,8,1.225
2/11/2014,9,0.689
2/11/2014,10,1.074
2/11/2014,11,2.381
2/11/2014,12,1.196
2/11/2014,13,0.581
2/11/2014,14,1.457
2/11/2014,15,0.645
2/11/2014,16,2.274
2/11/2014,17,1.536
2/11/2014,18,2.844
2/11/2014,19,4.267
2/11/2014,20,1.575
2/11/2014,21,1.209
2/11/2014,22,1.483
2/11/2014,23,1.089
2/12/2014,0,0.517
2/12/2014,1,0.503
2/12/2014,2,0.529
2/12/2014,3,0.552
2/12/2014,4,1.681
2/12/2014,5,0.515
2/12/2014,6,0.546
2/12/2014,7,1.159
2/12/2014,8,1.992
2/12/2014,9,0.951
2/12/2014,10,1.745
2/12/2014,11,1.182
2/12/2014,12,1.481
2/12/2014,13,0.576
2/12/2014,14,0.682
2/12/2014,15,0.675
2/12/2014,16,0.805
2/12/2014,17,2.308
2/12/2014,18,1.317
2/12/2014,19,1.187
2/12/2014,20,1.887
2/12/2014,21,1.263
2/12/2014,22,2.348
2/12/2014,23,1.282
2/13/2014,0,0.526
2/13/2014,1,0.514
2/13/2014,2,0.522
2/13/2014,3,0.531
2/13/2014,4,0.545
2/13/2014,5,0.512
2/13/2014,6,0.579
2/13/2014,7,1.218
2/13/2014,8,1.056
2/13/2014,9,0.931
2/13/2014,10,0.871
2/13/2014,11,2.175
2/13/2014,12,0.746
2/13/2014,13,0.608
2/13/2014,14,0.996
2/13/2014,15,0.771
2/13/2014,16,0.766
2/13/2014,17,0.827
2/13/2014,18,1.855
2/13/2014,19,1.949
2/13/2014,20,2.345
2/13/2014,21,1.862
2/13/2014,22,1.66
2/13/2014,23,1.436
2/14/2014,0,0.619
2/14/2014,1,0.493
2/14/2014,2,0.482
2/14/2014,3,0.496
2/14/2014,4,0.498
2/14/2014,5,0.484
2/14/2014,6,0.548
2/14/2014,7,1.426
2/14/2014,8,1.287
2/14/2014,9,0.672
2/14/2014,10,1.993
2/14/2014,11,0.708
2/14/2014,12,0.639
2/14/2014,13,0.65
2/14/2014,14,1.561
2/14/2014,15,2.78
2/14/2014,16,0.773
2/14/2014,17,2.537
2/14/2014,18,3.025
2/14/2014,19,2.634
2/14/2014,20,1.924
2/14/2014,21,2.365
2/14/2014,22,0.925
2/14/2014,23,0.775
2/15/2014,0,0.79
2/15/2014,1,0.521
2/15/2014,2,0.479
2/15/2014,3,0.504
2/15/2014,4,0.506
2/15/2014,5,0.512
2/15/2014,6,0.491
2/15/2014,7,0.542
2/15/2014,8,0.614
2/15/2014,9,0.904
2/15/2014,10,1.268
2/15/2014,11,0.917
2/15/2014,12,1.704
2/15/2014,13,1.43
2/15/2014,14,1.407
2/15/2014,15,1.458
2/15/2014,16,1.428
2/15/2014,17,1.135
2/15/2014,18,1.45
2/15/2014,19,2.589
2/15/2014,20,4.056
2/15/2014,21,3.396
2/15/2014,22,1.433
2/15/2014,23,1.639
2/16/2014,0,0.82
2/16/2014,1,0.525
2/16/2014,2,0.508
2/16/2014,3,0.541
2/16/2014,4,0.487
2/16/2014,5,0.524
2/16/2014,6,0.473
2/16/2014,7,0.542
2/16/2014,8,0.562
2/16/2014,9,0.833
2/16/2014,10,1.819
2/16/2014,11,1.295
2/16/2014,12,3.69
2/16/2014,13,1.836
2/16/2014,14,1.115
2/16/2014,15,2.144
2/16/2014,16,1.015
2/16/2014,17,1.323
2/16/2014,18,2.243
2/16/2014,19,2.038
2/16/2014,20,1.392
2/16/2014,21,1.289
2/16/2014,22,1.461
2/16/2014,23,1.007
2/17/2014,0,0.561
2/17/2014,1,0.487
2/17/2014,2,0.522
2/17/2014,3,0.508
2/17/2014,4,0.527
2/17/2014,5,1.784
2/17/2014,6,0.794
2/17/2014,7,1.107
2/17/2014,8,1.325
2/17/2014,9,0.918
2/17/2014,10,2.717
2/17/2014,11,0.818
2/17/2014,12,2.124
2/17/2014,13,1.946
2/17/2014,14,1.99
2/17/2014,15,0.629
2/17/2014,16,0.687
2/17/2014,17,1.816
2/17/2014,18,1.544
2/17/2014,19,1.467
2/17/2014,20,1.302
2/17/2014,21,1.295
2/17/2014,22,2.081
2/17/2014,23,0.712
2/18/2014,0,0.495
2/18/2014,1,0.52
2/18/2014,2,0.505
2/18/2014,3,0.495
2/18/2014,4,0.534
2/18/2014,5,0.517
2/18/2014,6,0.495
2/18/2014,7,0.991
2/18/2014,8,1.316
2/18/2014,9,0.861
2/18/2014,10,1.034
2/18/2014,11,0.753
2/18/2014,12,0.896
2/18/2014,13,0.544
2/18/2014,14,2.042
2/18/2014,15,1.026
2/18/2014,16,1.051
2/18/2014,17,2.263
2/18/2014,18,0.796
2/18/2014,19,2.255
2/18/2014,20,1.385
2/18/2014,21,1.106
2/18/2014,22,1.134
2/18/2014,23,0.874
2/19/2014,0,0.481
2/19/2014,1,0.513
2/19/2014,2,0.542
2/19/2014,3,0.509
2/19/2014,4,0.531
2/19/2014,5,0.575
2/19/2014,6,0.833
2/19/2014,7,1.207
2/19/2014,8,1.282
2/19/2014,9,1.008
2/19/2014,10,1.598
2/19/2014,11,0.62
2/19/2014,12,0.658
2/19/2014,13,0.501
2/19/2014,14,0.518
2/19/2014,15,0.574
2/19/2014,16,0.757
2/19/2014,17,1.892
2/19/2014,18,1.872
2/19/2014,19,1.561
2/19/2014,20,2.697
2/19/2014,21,1.452
2/19/2014,22,1.562
2/19/2014,23,2.844
2/20/2014,0,2.377
2/20/2014,1,0.514
2/20/2014,2,0.505
2/20/2014,3,0.491
2/20/2014,4,0.509
2/20/2014,5,0.511
2/20/2014,6,0.513
2/20/2014,7,0.679
2/20/2014,8,1.442
2/20/2014,9,1.551
2/20/2014,10,2.112
2/20/2014,11,1.22
2/20/2014,12,1.03
2/20/2014,13,0.573
2/20/2014,14,1.094
2/20/2014,15,0.967
2/20/2014,16,0.611
2/20/2014,17,0.628
2/20/2014,18,0.713
2/20/2014,19,1.163
2/20/2014,20,2.962
2/20/2014,21,1.066
2/20/2014,22,1.857
2/20/2014,23,2.107
2/21/2014,0,0.718
2/21/2014,1,0.591
2/21/2014,2,0.516
2/21/2014,3,0.521
2/21/2014,4,0.499
2/21/2014,5,0.506
2/21/2014,6,0.511
2/21/2014,7,0.879
2/21/2014,8,1.419
2/21/2014,9,1.242
2/21/2014,10,1.907
2/21/2014,11,0.856
2/21/2014,12,0.937
2/21/2014,13,2.727
2/21/2014,14,2.21
2/21/2014,15,0.885
2/21/2014,16,0.731
2/21/2014,17,2.372
2/21/2014,18,1.306
2/21/2014,19,0.935
2/21/2014,20,1.157
2/21/2014,21,1.043
2/21/2014,22,0.86
2/21/2014,23,1.012
2/22/2014,0,2.636
2/22/2014,1,0.515
2/22/2014,2,0.591
2/22/2014,3,0.522
2/22/2014,4,0.58
2/22/2014,5,0.511
2/22/2014,6,0.51
2/22/2014,7,0.545
2/22/2014,8,0.552
2/22/2014,9,1.089
2/22/2014,10,1.899
2/22/2014,11,1.107
2/22/2014,12,1.595
2/22/2014,13,2.173
2/22/2014,14,1.039
2/22/2014,15,0.827
2/22/2014,16,1.411
2/22/2014,17,1.429
2/22/2014,18,1.769
2/22/2014,19,1.367
2/22/2014,20,1.668
2/22/2014,21,1.21
2/22/2014,22,1.415
2/22/2014,23,1.677
2/23/2014,0,0.637
2/23/2014,1,0.478
2/23/2014,2,0.51
2/23/2014,3,0.525
2/23/2014,4,0.707
2/23/2014,5,0.722
2/23/2014,6,0.7
2/23/2014,7,0.751
2/23/2014,8,0.561
2/23/2014,9,0.767
2/23/2014,10,0.837
2/23/2014,11,0.67
2/23/2014,12,1.563
2/23/2014,13,3.201
2/23/2014,14,0.819
2/23/2014,15,0.846
2/23/2014,16,1.761
2/23/2014,17,3.793
2/23/2014,18,1.094
2/23/2014,19,1.621
2/23/2014,20,1.923
2/23/2014,21,1.65
2/23/2014,22,1.034
2/23/2014,23,1.38
2/24/2014,0,0.956
2/24/2014,1,0.509
2/24/2014,2,0.493
2/24/2014,3,0.522
2/24/2014,4,0.509
2/24/2014,5,0.577
2/24/2014,6,0.567
2/24/2014,7,0.803
2/24/2014,8,0.952
2/24/2014,9,0.748
2/24/2014,10,0.895
2/24/2014,11,0.807
2/24/2014,12,2.442
2/24/2014,13,4.386
2/24/2014,14,0.873
2/24/2014,15,0.642
2/24/2014,16,0.678
2/24/2014,17,0.786
2/24/2014,18,0.936
2/24/2014,19,1.906
2/24/2014,20,1.687
2/24/2014,21,1.313
2/24/2014,22,1.35
2/24/2014,23,1.245
2/25/2014,0,0.565
2/25/2014,1,0.52
2/25/2014,2,0.518
2/25/2014,3,0.521
2/25/2014,4,0.496
2/25/2014,5,0.612
2/25/2014,6,0.568
2/25/2014,7,1.039
2/25/2014,8,1.138
2/25/2014,9,0.719
2/25/2014,10,0.648
2/25/2014,11,0.609
2/25/2014,12,0.781
2/25/2014,13,0.474
2/25/2014,14,0.505
2/25/2014,15,0.609
2/25/2014,16,0.749
2/25/2014,17,1.178
2/25/2014,18,1.003
2/25/2014,19,2.556
2/25/2014,20,1.571
2/25/2014,21,1.002
2/25/2014,22,1.124
2/25/2014,23,1.17
2/26/2014,0,0.55
2/26/2014,1,0.532
2/26/2014,2,0.504
2/26/2014,3,0.51
2/26/2014,4,0.567
2/26/2014,5,0.499
2/26/2014,6,0.526
2/26/2014,7,1.229
2/26/2014,8,1.273
2/26/2014,9,0.733
2/26/2014,10,0.602
2/26/2014,11,0.663
2/26/2014,12,0.633
2/26/2014,13,0.6
2/26/2014,14,1.644
2/26/2014,15,0.583
2/26/2014,16,0.643
2/26/2014,17,1.618
2/26/2014,18,1.199
2/26/2014,19,1.382
2/26/2014,20,1.594
2/26/2014,21,1.081
2/26/2014,22,1.234
2/26/2014,23,1.189
2/27/2014,0,0.595
2/27/2014,1,0.49
2/27/2014,2,0.512
2/27/2014,3,0.506
2/27/2014,4,0.524
2/27/2014,5,0.498
2/27/2014,6,0.523
2/27/2014,7,1.146
2/27/2014,8,0.818
2/27/2014,9,0.927
2/27/2014,10,1.246
2/27/2014,11,1.329
2/27/2014,12,1.992
2/27/2014,13,0.606
2/27/2014,14,0.586
2/27/2014,15,0.526
2/27/2014,16,0.527
2/27/2014,17,1.961
2/27/2014,18,1.242
2/27/2014,19,1.567
2/27/2014,20,1.511
2/27/2014,21,0.855
2/27/2014,22,0.952
2/27/2014,23,2.038
2/28/2014,0,0.663
2/28/2014,1,0.505
2/28/2014,2,0.489
2/28/2014,3,0.501
2/28/2014,4,0.536
2/28/2014,5,0.506
2/28/2014,6,0.54
2/28/2014,7,0.936
2/28/2014,8,1.539
2/28/2014,9,0.773
2/28/2014,10,1.534
2/28/2014,11,0.664
2/28/2014,12,0.7
2/28/2014,13,0.672
2/28/2014,14,0.68
2/28/2014,15,0.62
2/28/2014,16,0.831
2/28/2014,17,0.993
2/28/2014,18,1.001
2/28/2014,19,2.665
2/28/2014,20,2.204
2/28/2014,21,0.886
2/28/2014,22,0.755
2/28/2014,23,1.011
3/1/2014,0,0.698
3/1/2014,1,0.508
3/1/2014,2,0.663
3/1/2014,3,0.495
3/1/2014,4,0.498
3/1/2014,5,0.533
3/1/2014,6,0.534
3/1/2014,7,0.513
3/1/2014,8,0.548
3/1/2014,9,0.684
3/1/2014,10,2.187
3/1/2014,11,1.404
3/1/2014,12,2.171
3/1/2014,13,2.375
3/1/2014,14,2.543
3/1/2014,15,1.728
3/1/2014,16,2.852
3/1/2014,17,1.821
3/1/2014,18,1.744
3/1/2014,19,1.505
3/1/2014,20,3.345
3/1/2014,21,1.849
3/1/2014,22,0.873
3/1/2014,23,0.756
3/2/2014,0,0.599
3/2/2014,1,0.688
3/2/2014,2,0.543
3/2/2014,3,0.517
3/2/2014,4,0.545
3/2/2014,5,0.519
3/2/2014,6,0.488
3/2/2014,7,0.519
3/2/2014,8,0.576
3/2/2014,9,0.833
3/2/2014,10,0.811
3/2/2014,11,1.041
3/2/2014,12,1.761
3/2/2014,13,1.355
3/2/2014,14,2.44
3/2/2014,15,1.529
3/2/2014,16,1.301
3/2/2014,17,1.755
3/2/2014,18,2.183
3/2/2014,19,1.429
3/2/2014,20,1.711
3/2/2014,21,1.06
3/2/2014,22,1.145
3/2/2014,23,1.145
3/3/2014,0,0.545
3/3/2014,1,0.583
3/3/2014,2,0.498
3/3/2014,3,0.491
3/3/2014,4,0.516
3/3/2014,5,0.51
3/3/2014,6,0.513
3/3/2014,7,1.338
3/3/2014,8,1.196
3/3/2014,9,1.638
3/3/2014,10,1.429
3/3/2014,11,1.777
3/3/2014,12,1.316
3/3/2014,13,0.83
3/3/2014,14,0.852
3/3/2014,15,1.474
3/3/2014,16,2.128
3/3/2014,17,2.832
3/3/2014,18,2.619
3/3/2014,19,1.499
3/3/2014,20,1.198
3/3/2014,21,2.293
3/3/2014,22,1.465
3/3/2014,23,1.264
3/4/2014,0,0.51
3/4/2014,1,0.541
3/4/2014,2,0.499
3/4/2014,3,0.482
3/4/2014,4,0.525
3/4/2014,5,0.541
3/4/2014,6,0.509
3/4/2014,7,1.143
3/4/2014,8,0.918
3/4/2014,9,0.602
3/4/2014,10,0.821
3/4/2014,11,1.225
3/4/2014,12,0.905
3/4/2014,13,1.09
3/4/2014,14,1.352
3/4/2014,15,1.155
3/4/2014,16,1.113
3/4/2014,17,1.058
3/4/2014,18,1.106
3/4/2014,19,1.335
3/4/2014,20,1.139
3/4/2014,21,1.011
3/4/2014,22,1.017
3/4/2014,23,0.99
3/5/2014,0,0.549
3/5/2014,1,0.556
3/5/2014,2,0.501
3/5/2014,3,0.493
3/5/2014,4,0.574
3/5/2014,5,0.483
3/5/2014,6,0.524
3/5/2014,7,1.048
3/5/2014,8,0.796
3/5/2014,9,1.029
3/5/2014,10,1.204
3/5/2014,11,1.752
3/5/2014,12,0.55
3/5/2014,13,0.922
3/5/2014,14,1.006
3/5/2014,15,0.545
3/5/2014,16,0.585
3/5/2014,17,1.615
3/5/2014,18,1.403
3/5/2014,19,1.157
3/5/2014,20,1.067
3/5/2014,21,1.774
3/5/2014,22,1.469
3/5/2014,23,2.778
3/6/2014,0,0.589
3/6/2014,1,0.505
3/6/2014,2,0.539
3/6/2014,3,0.487
3/6/2014,4,0.507
3/6/2014,5,1.389
3/6/2014,6,0.501
3/6/2014,7,2.259
3/6/2014,8,2.717
3/6/2014,9,0.788
3/6/2014,10,1
3/6/2014,11,2.022
3/6/2014,12,1.262
3/6/2014,13,0.712
3/6/2014,14,0.607
3/6/2014,15,1.757
3/6/2014,16,1.766
3/6/2014,17,1.406
3/6/2014,18,2.415
3/6/2014,19,1.617
3/6/2014,20,2.049
3/6/2014,21,1.434
3/6/2014,22,1.241
3/6/2014,23,1.733
3/7/2014,0,1.02
3/7/2014,1,0.505
3/7/2014,2,0.505
3/7/2014,3,0.506
3/7/2014,4,0.514
3/7/2014,5,1.485
3/7/2014,6,0.6
3/7/2014,7,1.713
3/7/2014,8,2.931
3/7/2014,9,1.032
3/7/2014,10,2.139
3/7/2014,11,0.939
3/7/2014,12,0.575
3/7/2014,13,1.976
3/7/2014,14,0.491
3/7/2014,15,1.084
3/7/2014,16,1.512
3/7/2014,17,2.195
3/7/2014,18,1.811
3/7/2014,19,2.241
3/7/2014,20,1.009
3/7/2014,21,2.283
3/7/2014,22,1.226
3/7/2014,23,3.182
3/8/2014,0,1.212
3/8/2014,1,0.784
3/8/2014,2,0.509
3/8/2014,3,0.493
3/8/2014,4,0.537
3/8/2014,5,0.482
3/8/2014,6,0.496
3/8/2014,7,1.023
3/8/2014,8,1.871
3/8/2014,9,2.567
3/8/2014,10,1.858
3/8/2014,11,2.411
3/8/2014,12,1.037
3/8/2014,13,1.695
3/8/2014,14,1.714
3/8/2014,15,4.015
3/8/2014,16,2.247
3/8/2014,17,0.926
3/8/2014,18,1.481
3/8/2014,19,2.477
3/8/2014,20,2.713
3/8/2014,21,0.963
3/8/2014,22,4.437
3/8/2014,23,1.8
3/9/2014,0,1.28
3/9/2014,1,2.283
3/9/2014,3,0.676
3/9/2014,4,0.527
3/9/2014,5,0.527
3/9/2014,6,0.506
3/9/2014,7,0.496
3/9/2014,8,1.405
3/9/2014,9,2.459
3/9/2014,10,1.792
3/9/2014,11,2.166
3/9/2014,12,1.486
3/9/2014,13,1.097
3/9/2014,14,2.121
3/9/2014,15,1.744
3/9/2014,16,1.276
3/9/2014,17,2.403
3/9/2014,18,2.088
3/9/2014,19,1.3
3/9/2014,20,1.215
3/9/2014,21,1.978
3/9/2014,22,1.098
3/9/2014,23,1.416
3/10/2014,0,0.697
3/10/2014,1,0.512
3/10/2014,2,0.537
3/10/2014,3,0.494
3/10/2014,4,0.509
3/10/2014,5,0.538
3/10/2014,6,0.473
3/10/2014,7,1.575
3/10/2014,8,2.984
3/10/2014,9,0.707
3/10/2014,10,2.19
3/10/2014,11,0.715
3/10/2014,12,0.627
3/10/2014,13,0.542
3/10/2014,14,0.618
3/10/2014,15,0.801
3/10/2014,16,1.654
3/10/2014,17,1.241
3/10/2014,18,2.55
3/10/2014,19,1.025
3/10/2014,20,1.257
3/10/2014,21,1.468
3/10/2014,22,1.584
3/10/2014,23,1.052
3/11/2014,0,0.49
3/11/2014,1,0.521
3/11/2014,2,0.623
3/11/2014,3,0.522
3/11/2014,4,0.544
3/11/2014,5,0.494
3/11/2014,6,0.551
3/11/2014,7,1.058
3/11/2014,8,1.362
3/11/2014,9,0.682
3/11/2014,10,0.795
3/11/2014,11,2.019
3/11/2014,12,0.633
3/11/2014,13,2.904
3/11/2014,14,0.573
3/11/2014,15,0.588
3/11/2014,16,0.698
3/11/2014,17,0.999
3/11/2014,18,0.994
3/11/2014,19,0.956
3/11/2014,20,0.944
3/11/2014,21,0.974
3/11/2014,22,1.333
3/11/2014,23,1.164
3/12/2014,0,0.677
3/12/2014,1,0.498
3/12/2014,2,0.512
3/12/2014,3,0.527
3/12/2014,4,0.53
3/12/2014,5,0.553
3/12/2014,6,0.59
3/12/2014,7,1.035
3/12/2014,8,1.218
3/12/2014,9,0.892
3/12/2014,10,1.448
3/12/2014,11,0.639
3/12/2014,12,1.415
3/12/2014,13,0.784
3/12/2014,14,1.602
3/12/2014,15,0.616
3/12/2014,16,0.811
3/12/2014,17,0.872
3/12/2014,18,0.87
3/12/2014,19,1.099
3/12/2014,20,1.529
3/12/2014,21,2.262
3/12/2014,22,1.809
3/12/2014,23,0.865
3/13/2014,0,0.534
3/13/2014,1,0.514
3/13/2014,2,0.494
3/13/2014,3,0.533
3/13/2014,4,0.499
3/13/2014,5,0.495
3/13/2014,6,0.526
3/13/2014,7,1.068
3/13/2014,8,1.347
3/13/2014,9,0.784
3/13/2014,10,2.483
3/13/2014,11,1.72
3/13/2014,12,0.896
3/13/2014,13,0.895
3/13/2014,14,0.951
3/13/2014,15,1.31
3/13/2014,16,0.738
3/13/2014,17,1.824
3/13/2014,18,2.291
3/13/2014,19,1.956
3/13/2014,20,1.484
3/13/2014,21,1.033
3/13/2014,22,1.337
3/13/2014,23,1.145
3/14/2014,0,0.525
3/14/2014,1,0.535
3/14/2014,2,0.482
3/14/2014,3,0.518
3/14/2014,4,0.523
3/14/2014,5,0.495
3/14/2014,6,0.493
3/14/2014,7,1.229
3/14/2014,8,2.842
3/14/2014,9,1.915
3/14/2014,10,1.722
3/14/2014,11,1.088
3/14/2014,12,0.856
3/14/2014,13,1.284
3/14/2014,14,0.663
3/14/2014,15,0.668
3/14/2014,16,0.623
3/14/2014,17,0.804
3/14/2014,18,1.208
3/14/2014,19,1.307
3/14/2014,20,1.663
3/14/2014,21,1.501
3/14/2014,22,1.156
3/14/2014,23,1.051
3/15/2014,0,0.752
3/15/2014,1,0.56
3/15/2014,2,0.513
3/15/2014,3,0.505
3/15/2014,4,0.527
3/15/2014,5,0.524
3/15/2014,6,1.421
3/15/2014,7,0.597
3/15/2014,8,1.935
3/15/2014,9,2.038
3/15/2014,10,1.48
3/15/2014,11,0.936
3/15/2014,12,2.207
3/15/2014,13,1.243
3/15/2014,14,1.8
3/15/2014,15,1.395
3/15/2014,16,1.727
3/15/2014,17,1.707
3/15/2014,18,2.559
3/15/2014,19,1.363
3/15/2014,20,4.064
3/15/2014,21,2.749
3/15/2014,22,3.145
3/15/2014,23,1.87
3/16/2014,0,0.712
3/16/2014,1,0.598
3/16/2014,2,0.534
3/16/2014,3,0.505
3/16/2014,4,0.499
3/16/2014,5,0.525
3/16/2014,6,0.512
3/16/2014,7,0.758
3/16/2014,8,2.201
3/16/2014,9,1.51
3/16/2014,10,1.186
3/16/2014,11,2.34
3/16/2014,12,1.014
3/16/2014,13,1.089
3/16/2014,14,2.112
3/16/2014,15,1.543
3/16/2014,16,3.408
3/16/2014,17,1.867
3/16/2014,18,2.457
3/16/2014,19,1.252
3/16/2014,20,3.603
3/16/2014,21,1.773
3/16/2014,22,1.218
3/16/2014,23,1.448
3/17/2014,0,0.755
3/17/2014,1,0.51
3/17/2014,2,0.521
3/17/2014,3,0.501
3/17/2014,4,0.509
3/17/2014,5,0.544
3/17/2014,6,0.513
3/17/2014,7,0.58
3/17/2014,8,0.826
3/17/2014,9,0.619
3/17/2014,10,0.531
3/17/2014,11,1.981
3/17/2014,12,1.067
3/17/2014,13,1.211
3/17/2014,14,1.045
3/17/2014,15,0.995
3/17/2014,16,0.791
3/17/2014,17,0.862
3/17/2014,18,2.981
3/17/2014,19,1.398
3/17/2014,20,1.362
3/17/2014,21,2.281
3/17/2014,22,1.065
3/17/2014,23,1.324
3/18/2014,0,0.861
3/18/2014,1,0.508
3/18/2014,2,0.488
3/18/2014,3,0.523
3/18/2014,4,0.527
3/18/2014,5,0.51
3/18/2014,6,0.549
3/18/2014,7,0.825
3/18/2014,8,0.577
3/18/2014,9,0.665
3/18/2014,10,2.247
3/18/2014,11,0.95
3/18/2014,12,1.655
3/18/2014,13,1.39
3/18/2014,14,1.64
3/18/2014,15,0.752
3/18/2014,16,1.874
3/18/2014,17,4.15
3/18/2014,18,0.976
3/18/2014,19,1.099
3/18/2014,20,2.258
3/18/2014,21,1.242
