date,hour,energy_kWh
12/1/2012,12,0.919
12/1/2012,13,2.011
12/1/2012,14,1.476
12/1/2012,15,1.481
12/1/2012,16,2.651
12/1/2012,17,2.519
12/1/2012,18,1.853
12/1/2012,19,1.633
12/1/2012,20,1.426
12/1/2012,21,0.909
12/1/2012,22,1.79
12/1/2012,23,1.5
12/2/2012,0,0.604
12/2/2012,1,1.001
12/2/2012,2,1.696
12/2/2012,3,0.812
12/2/2012,4,0.558
12/2/2012,5,1.973
12/2/2012,6,0.518
12/2/2012,7,1.428
12/2/2012,8,1.381
12/2/2012,9,2.189
12/2/2012,10,0.892
12/2/2012,11,0.871
12/2/2012,12,2.13
12/2/2012,13,0.909
12/2/2012,14,1.245
12/2/2012,15,4.368
12/2/2012,16,3.115
12/2/2012,17,2.922
12/2/2012,18,1.912
12/2/2012,19,1.847
12/2/2012,20,1.81
12/2/2012,21,2.268
12/2/2012,22,2.227
12/2/2012,23,1.618
12/3/2012,0,0.868
12/3/2012,1,0.553
12/3/2012,2,0.549
12/3/2012,3,1.96
12/3/2012,4,0.523
12/3/2012,5,1.239
12/3/2012,6,1.279
12/3/2012,7,0.529
12/3/2012,8,2.969
12/3/2012,9,0.548
12/3/2012,10,2.348
12/3/2012,11,0.915
12/3/2012,12,1.627
12/3/2012,13,2.67
12/3/2012,14,3.33
12/3/2012,15,2.618
12/3/2012,16,2.376
12/3/2012,17,4.088
12/3/2012,18,5.116
12/3/2012,19,4.179
12/3/2012,20,1.774
12/3/2012,21,1.319
12/3/2012,22,1.377
12/3/2012,23,2.575
12/4/2012,0,0.681
12/4/2012,1,0.545
12/4/2012,2,0.853
12/4/2012,3,1.66
12/4/2012,4,0.558
12/4/2012,5,1.059
12/4/2012,6,1.457
12/4/2012,7,0.814
12/4/2012,8,2.324
12/4/2012,9,1.837
12/4/2012,10,0.887
12/4/2012,11,0.926
12/4/2012,12,1.758
12/4/2012,13,1.247
12/4/2012,14,0.709
12/4/2012,15,1.242
12/4/2012,16,2.467
12/4/2012,17,1.68
12/4/2012,18,1.746
12/4/2012,19,1.741
12/4/2012,20,1.115
12/4/2012,21,1.629
12/4/2012,22,2.238
12/4/2012,23,1.4
12/5/2012,0,1.032
12/5/2012,1,0.933
12/5/2012,2,1.277
12/5/2012,3,1.413
12/5/2012,4,0.559
12/5/2012,5,1.949
12/5/2012,6,0.764
12/5/2012,7,1.492
12/5/2012,8,1.775
12/5/2012,9,2.214
12/5/2012,10,0.869
12/5/2012,11,2.005
12/5/2012,12,0.803
12/5/2012,13,1.21
12/5/2012,14,2.666
12/5/2012,15,1.142
12/5/2012,16,1.709
12/5/2012,17,1.907
12/5/2012,18,1.443
12/5/2012,19,1.686
12/5/2012,20,1.748
12/5/2012,21,1.854
12/5/2012,22,2.043
12/5/2012,23,1.353
12/6/2012,0,0.815
12/6/2012,1,0.981
12/6/2012,2,1.1
12/6/2012,3,1.505
12/6/2012,4,0.789
12/6/2012,5,1.684
12/6/2012,6,1.11
12/6/2012,7,0.547
12/6/2012,8,2.902
12/6/2012,9,1.87
12/6/2012,10,1.407
12/6/2012,11,1.222
12/6/2012,12,1.793
12/6/2012,13,1.393
12/6/2012,14,1.281
12/6/2012,15,1.567
12/6/2012,16,2.087
12/6/2012,17,1.781
12/6/2012,18,1.836
12/6/2012,19,2.382
12/6/2012,20,1.884
12/6/2012,21,1.357
12/6/2012,22,2.791
12/6/2012,23,1.7
12/7/2012,0,0.917
12/7/2012,1,1.113
12/7/2012,2,1.555
12/7/2012,3,1.114
12/7/2012,4,1.248
12/7/2012,5,0.668
12/7/2012,6,2.234
12/7/2012,7,0.548
12/7/2012,8,2.836
12/7/2012,9,0.908
12/7/2012,10,2.284
12/7/2012,11,1.529
12/7/2012,12,0.855
12/7/2012,13,1.168
12/7/2012,14,1.519
12/7/2012,15,1.602
12/7/2012,16,0.958
12/7/2012,17,1.819
12/7/2012,18,3.086
12/7/2012,19,2.725
12/7/2012,20,2.076
12/7/2012,21,2.352
12/7/2012,22,3.142
12/7/2012,23,1.445
12/8/2012,0,1.466
12/8/2012,1,0.571
12/8/2012,2,0.549
12/8/2012,3,0.559
12/8/2012,4,0.58
12/8/2012,5,0.535
12/8/2012,6,0.563
12/8/2012,7,0.572
12/8/2012,8,0.56
12/8/2012,9,1.542
12/8/2012,10,1.479
12/8/2012,11,2.877
12/8/2012,12,2.823
12/8/2012,13,3.121
12/8/2012,14,1.712
12/8/2012,15,3.644
12/8/2012,16,1.558
12/8/2012,17,1.407
12/8/2012,18,3.642
12/8/2012,19,3.124
12/8/2012,20,2.124
12/8/2012,21,2.835
12/8/2012,22,1.831
12/8/2012,23,1.973
12/9/2012,0,0.902
12/9/2012,1,0.591
12/9/2012,2,0.659
12/9/2012,3,0.631
12/9/2012,4,1.896
12/9/2012,5,0.672
12/9/2012,6,1.532
12/9/2012,7,0.538
12/9/2012,8,0.57
12/9/2012,9,0.818
12/9/2012,10,1.145
12/9/2012,11,0.867
12/9/2012,12,0.963
12/9/2012,13,0.806
12/9/2012,14,1.146
12/9/2012,15,0.959
12/9/2012,16,1.335
12/9/2012,17,1.48
12/9/2012,18,1.551
12/9/2012,19,1.225
12/9/2012,20,0.993
12/9/2012,21,1.234
12/9/2012,22,1.038
12/9/2012,23,1.172
12/10/2012,0,0.774
12/10/2012,1,0.527
12/10/2012,2,0.532
12/10/2012,3,0.567
12/10/2012,4,0.551
12/10/2012,5,0.543
12/10/2012,6,0.57
12/10/2012,7,0.788
12/10/2012,8,0.729
12/10/2012,9,1.028
12/10/2012,10,0.93
12/10/2012,11,0.604
12/10/2012,12,0.627
12/10/2012,13,0.661
12/10/2012,14,0.596
12/10/2012,15,0.707
12/10/2012,16,1.846
12/10/2012,17,1.715
12/10/2012,18,1.618
12/10/2012,19,2.008
12/10/2012,20,1.925
12/10/2012,21,1.844
12/10/2012,22,2.456
12/10/2012,23,2.32
12/11/2012,0,0.762
12/11/2012,1,0.549
12/11/2012,2,0.549
12/11/2012,3,1.411
12/11/2012,4,1.117
12/11/2012,5,0.77
12/11/2012,6,1.974
12/11/2012,7,0.744
12/11/2012,8,3.074
12/11/2012,9,1.42
12/11/2012,10,0.905
12/11/2012,11,0.732
12/11/2012,12,0.828
12/11/2012,13,0.724
12/11/2012,14,1.028
12/11/2012,15,0.842
12/11/2012,16,0.933
12/11/2012,17,2.813
12/11/2012,18,2.064
12/11/2012,19,1.714
12/11/2012,20,1.606
12/11/2012,21,1.399
12/11/2012,22,1.502
12/11/2012,23,1.284
12/12/2012,0,0.68
12/12/2012,1,0.528
12/12/2012,2,0.502
12/12/2012,3,0.913
12/12/2012,4,0.834
12/12/2012,5,0.519
12/12/2012,6,0.958
12/12/2012,7,0.51
12/12/2012,8,1.318
12/12/2012,9,1.137
12/12/2012,10,1.505
12/12/2012,11,1.783
12/12/2012,12,0.589
12/12/2012,13,0.552
12/12/2012,14,2.844
12/12/2012,15,1.417
12/12/2012,16,0.924
12/12/2012,17,3.501
12/12/2012,18,1.774
12/12/2012,19,2.287
12/12/2012,20,3.475
12/12/2012,21,1.488
12/12/2012,22,5.21
12/12/2012,23,1.387
12/13/2012,0,0.559
12/13/2012,1,0.665
12/13/2012,2,0.546
12/13/2012,3,0.508
12/13/2012,4,0.529
12/13/2012,5,0.496
12/13/2012,6,0.545
12/13/2012,7,0.742
12/13/2012,8,1.634
12/13/2012,9,0.838
12/13/2012,10,0.693
12/13/2012,11,0.708
12/13/2012,12,0.756
12/13/2012,13,1.022
12/13/2012,14,2.255
12/13/2012,15,1.14
12/13/2012,16,1.463
12/13/2012,17,3.681
12/13/2012,18,2.369
12/13/2012,19,1.824
12/13/2012,20,1.582
12/13/2012,21,1.469
12/13/2012,22,1.769
12/13/2012,23,1.395
12/14/2012,0,0.702
12/14/2012,1,0.539
12/14/2012,2,0.516
12/14/2012,3,0.57
12/14/2012,4,0.48
12/14/2012,5,0.565
12/14/2012,6,0.553
12/14/2012,7,0.599
12/14/2012,8,1.587
12/14/2012,9,1.239
12/14/2012,10,0.781
12/14/2012,11,0.7
12/14/2012,12,0.678
12/14/2012,13,0.675
12/14/2012,14,0.68
12/14/2012,15,0.813
12/14/2012,16,1.071
12/14/2012,17,0.832
12/14/2012,18,0.57
12/14/2012,19,0.767
12/14/2012,20,1.494
12/14/2012,21,1.379
12/14/2012,22,1.185
12/14/2012,23,1.132
12/15/2012,0,0.724
12/15/2012,1,0.54
12/15/2012,2,0.497
12/15/2012,3,0.512
12/15/2012,4,0.547
12/15/2012,5,0.516
12/15/2012,6,0.539
12/15/2012,7,0.51
12/15/2012,8,0.567
12/15/2012,9,0.587
12/15/2012,10,0.935
12/15/2012,11,0.985
12/15/2012,12,0.887
12/15/2012,13,0.839
12/15/2012,14,0.609
12/15/2012,15,0.585
12/15/2012,16,0.671
12/15/2012,17,1.38
12/15/2012,18,2.229
12/15/2012,19,1.906
12/15/2012,20,1.326
12/15/2012,21,1.357
12/15/2012,22,1.757
12/15/2012,23,2.463
12/16/2012,0,1.057
12/16/2012,1,0.954
12/16/2012,2,0.512
12/16/2012,3,0.583
12/16/2012,4,0.501
12/16/2012,5,0.562
12/16/2012,6,0.556
12/16/2012,7,0.529
12/16/2012,8,0.582
12/16/2012,9,1.115
12/16/2012,10,1.179
12/16/2012,11,1.07
12/16/2012,12,0.875
12/16/2012,13,0.902
12/16/2012,14,1.107
12/16/2012,15,1.188
12/16/2012,16,0.781
12/16/2012,17,1.066
12/16/2012,18,1.362
12/16/2012,19,2.005
12/16/2012,20,1.465
12/16/2012,21,1.444
12/16/2012,22,1.471
12/16/2012,23,1.154
12/17/2012,0,0.831
12/17/2012,1,0.539
12/17/2012,2,0.556
12/17/2012,3,0.566
12/17/2012,4,0.492
12/17/2012,5,0.681
12/17/2012,6,0.569
12/17/2012,7,0.546
12/17/2012,8,1.522
12/17/2012,9,0.949
12/17/2012,10,0.971
12/17/2012,11,2.248
12/17/2012,12,1.445
12/17/2012,13,1.917
12/17/2012,14,1.037
12/17/2012,15,0.615
12/17/2012,16,1.076
12/17/2012,17,5.723
12/17/2012,18,1.587
12/17/2012,19,0.879
12/17/2012,20,0.918
12/17/2012,21,1.842
12/17/2012,22,1.635
12/17/2012,23,2.083
12/18/2012,0,4.628
12/18/2012,1,0.805
12/18/2012,2,0.592
12/18/2012,3,0.594
12/18/2012,4,0.557
12/18/2012,5,0.524
12/18/2012,6,0.569
12/18/2012,7,0.523
12/18/2012,8,0.541
12/18/2012,9,0.797
12/18/2012,10,1.004
12/18/2012,11,1.109
12/18/2012,12,1.558
12/18/2012,13,2.817
12/18/2012,14,1.362
12/18/2012,15,1.173
12/18/2012,16,2.098
12/18/2012,17,1.686
12/18/2012,18,0.998
12/18/2012,19,0.699
12/18/2012,20,1.378
12/18/2012,21,1.396
12/18/2012,22,1.165
12/18/2012,23,1.163
12/19/2012,0,0.975
12/19/2012,1,0.817
12/19/2012,2,0.548
12/19/2012,3,0.531
12/19/2012,4,0.557
12/19/2012,5,0.536
12/19/2012,6,0.551
12/19/2012,7,0.534
12/19/2012,8,0.559
12/19/2012,9,1.124
12/19/2012,10,0.715
12/19/2012,11,0.93
12/19/2012,12,0.822
12/19/2012,13,1.062
12/19/2012,14,1.51
12/19/2012,15,1.475
12/19/2012,16,1.733
12/19/2012,17,1.514
12/19/2012,18,4.724
12/19/2012,19,2.837
12/19/2012,20,2.224
12/19/2012,21,1.575
12/19/2012,22,1.472
12/19/2012,23,1.428
12/20/2012,0,1.03
12/20/2012,1,0.829
12/20/2012,2,0.582
12/20/2012,3,0.523
12/20/2012,4,0.729
12/20/2012,5,0.533
12/20/2012,6,0.535
12/20/2012,7,0.65
12/20/2012,8,0.995
12/20/2012,9,0.912
12/20/2012,10,1.738
12/20/2012,11,1.189
12/20/2012,12,3.47
12/20/2012,13,2.003
12/20/2012,14,1.47
12/20/2012,15,3.092
12/20/2012,16,4.52
12/20/2012,17,3.334
12/20/2012,18,2.49
12/20/2012,19,3.155
12/20/2012,20,2.871
12/20/2012,21,1.953
12/20/2012,22,1.245
12/20/2012,23,1.467
12/21/2012,0,0.866
12/21/2012,1,0.407
12/21/2012,2,0.491
12/21/2012,3,0.64
12/21/2012,4,0.46
12/21/2012,5,0.331
12/21/2012,6,0.723
12/21/2012,7,0.475
12/21/2012,8,0.55
12/21/2012,9,1.187
12/21/2012,10,1.224
12/21/2012,11,0.917
12/21/2012,12,0.724
12/21/2012,13,0.598
12/21/2012,14,0.868
12/21/2012,15,0.959
12/21/2012,16,1.383
12/21/2012,17,1.407
12/21/2012,18,1.62
12/21/2012,19,3.039
12/21/2012,20,2.059
12/21/2012,21,1.465
12/21/2012,22,1.312
12/21/2012,23,2.878
12/22/2012,0,0.813
12/22/2012,1,0.564
12/22/2012,2,0.549
12/22/2012,3,0.509
12/22/2012,4,0.561
12/22/2012,5,0.543
12/22/2012,6,0.518
12/22/2012,7,0.837
12/22/2012,8,0.721
12/22/2012,9,0.542
12/22/2012,10,0.564
12/22/2012,11,1.055
12/22/2012,12,0.526
12/22/2012,13,0.514
12/22/2012,14,0.674
12/22/2012,15,0.696
12/22/2012,16,1.048
12/22/2012,17,1.143
12/22/2012,18,1.855
12/22/2012,19,1.692
12/22/2012,20,1.306
12/22/2012,21,2.005
12/22/2012,22,1.993
12/22/2012,23,1.942
12/23/2012,0,0.509
12/23/2012,1,1.03
12/23/2012,2,1.511
12/23/2012,3,0.665
12/23/2012,4,0.677
12/23/2012,5,1.726
12/23/2012,6,0.654
12/23/2012,7,2.024
12/23/2012,8,0.648
12/23/2012,9,0.829
12/23/2012,10,1.788
12/23/2012,11,0.757
12/23/2012,12,2.986
12/23/2012,13,0.86
12/23/2012,14,2.159
12/23/2012,15,0.776
12/23/2012,16,2.401
12/23/2012,17,2.19
12/23/2012,18,1.533
12/23/2012,19,1.477
12/23/2012,20,1.586
12/23/2012,21,0.929
12/23/2012,22,1.347
12/23/2012,23,1.398
12/24/2012,0,0.793
12/24/2012,1,0.543
12/24/2012,2,0.533
12/24/2012,3,0.494
12/24/2012,4,0.548
12/24/2012,5,0.535
12/24/2012,6,0.525
12/24/2012,7,0.541
12/24/2012,8,0.552
12/24/2012,9,0.505
12/24/2012,10,0.702
12/24/2012,11,0.623
12/24/2012,12,0.563
12/24/2012,13,0.526
12/24/2012,14,0.503
12/24/2012,15,1.456
12/24/2012,16,1.486
12/24/2012,17,1.209
12/24/2012,18,0.603
12/24/2012,19,0.663
12/24/2012,20,0.81
12/24/2012,21,0.993
12/24/2012,22,0.932
12/24/2012,23,1.19
12/25/2012,0,0.639
12/25/2012,1,0.573
12/25/2012,2,0.506
12/25/2012,3,0.555
12/25/2012,4,0.55
12/25/2012,5,0.505
12/25/2012,6,0.568
12/25/2012,7,0.535
12/25/2012,8,0.538
12/25/2012,9,0.696
12/25/2012,10,1.179
12/25/2012,11,0.843
12/25/2012,12,0.778
12/25/2012,13,1.555
12/25/2012,14,1.693
12/25/2012,15,1.223
12/25/2012,16,2.716
12/25/2012,17,2.01
12/25/2012,18,2.436
12/25/2012,19,2.383
12/25/2012,20,1.318
12/25/2012,21,1.095
12/25/2012,22,1.2
12/25/2012,23,1.128
12/26/2012,0,0.831
12/26/2012,1,0.608
12/26/2012,2,0.512
12/26/2012,3,0.525
12/26/2012,4,0.558
12/26/2012,5,0.508
12/26/2012,6,0.537
12/26/2012,7,0.537
12/26/2012,8,0.561
12/26/2012,9,0.496
12/26/2012,10,0.945
12/26/2012,11,0.533
12/26/2012,12,0.575
12/26/2012,13,1.361
12/26/2012,14,1.284
12/26/2012,15,1.769
12/26/2012,16,1.052
12/26/2012,17,2.261
12/26/2012,18,2.001
12/26/2012,19,1.957
12/26/2012,20,2.012
12/26/2012,21,1.394
12/26/2012,22,1.803
12/26/2012,23,1.827
12/27/2012,0,0.907
12/27/2012,1,0.685
12/27/2012,2,0.55
12/27/2012,3,0.556
12/27/2012,4,0.527
12/27/2012,5,0.556
12/27/2012,6,0.529
12/27/2012,7,0.497
12/27/2012,8,0.566
12/27/2012,9,0.528
12/27/2012,10,0.957
12/27/2012,11,0.966
12/27/2012,12,1.869
12/27/2012,13,3.745
12/27/2012,14,1.169
12/27/2012,15,0.646
12/27/2012,16,3.166
12/27/2012,17,3.618
12/27/2012,18,4.351
12/27/2012,19,1.152
12/27/2012,20,1.21
12/27/2012,21,1.192
12/27/2012,22,0.935
12/27/2012,23,1.173
12/28/2012,0,0.996
12/28/2012,1,0.567
12/28/2012,2,0.528
12/28/2012,3,0.611
12/28/2012,4,0.613
12/28/2012,5,0.563
12/28/2012,6,0.558
12/28/2012,7,0.554
12/28/2012,8,0.561
12/28/2012,9,0.752
12/28/2012,10,0.724
12/28/2012,11,1.389
12/28/2012,12,1.164
12/28/2012,13,2.202
12/28/2012,14,0.847
12/28/2012,15,1.649
12/28/2012,16,1.234
12/28/2012,17,1.986
12/28/2012,18,1.444
12/28/2012,19,3.632
12/28/2012,20,1.321
12/28/2012,21,2.336
12/28/2012,22,2.393
12/28/2012,23,2.877
12/29/2012,0,1.116
12/29/2012,1,0.544
12/29/2012,2,0.56
12/29/2012,3,0.525
12/29/2012,4,0.647
12/29/2012,5,0.562
12/29/2012,6,0.56
12/29/2012,7,0.544
12/29/2012,8,0.639
12/29/2012,9,0.528
12/29/2012,10,0.64
12/29/2012,11,0.893
12/29/2012,12,0.827
12/29/2012,13,1.183
12/29/2012,14,1.06
12/29/2012,15,1.063
12/29/2012,16,1.887
12/29/2012,17,0.914
12/29/2012,18,2.425
12/29/2012,19,1.456
12/29/2012,20,2.177
12/29/2012,21,1.24
12/29/2012,22,1.537
12/29/2012,23,1.553
12/30/2012,0,1.52
12/30/2012,1,0.672
12/30/2012,2,0.589
12/30/2012,3,0.546
12/30/2012,4,0.587
12/30/2012,5,0.559
12/30/2012,6,0.567
12/30/2012,7,0.587
12/30/2012,8,0.569
12/30/2012,9,1.131
12/30/2012,10,1.159
12/30/2012,11,0.931
12/30/2012,12,0.842
12/30/2012,13,0.806
12/30/2012,14,0.912
12/30/2012,15,0.812
12/30/2012,16,1.32
12/30/2012,17,1.735
12/30/2012,18,2.038
12/30/2012,19,1.677
12/30/2012,20,1.411
12/30/2012,21,1.41
12/30/2012,22,1.836
12/30/2012,23,1.263
12/31/2012,0,0.821
12/31/2012,1,0.565
12/31/2012,2,0.556
12/31/2012,3,0.52
12/31/2012,4,0.554
12/31/2012,5,0.549
12/31/2012,6,0.532
12/31/2012,7,0.547
12/31/2012,8,0.573
12/31/2012,9,1.361
12/31/2012,10,1.179
12/31/2012,11,0.739
12/31/2012,12,0.591
12/31/2012,13,0.988
12/31/2012,14,0.89
12/31/2012,15,0.964
12/31/2012,16,1.587
12/31/2012,17,1.584
12/31/2012,18,3.292
12/31/2012,19,3.116
12/31/2012,20,2.24
12/31/2012,21,1.337
12/31/2012,22,1.091
12/31/2012,23,1.667
1/1/2013,0,0.931
1/1/2013,1,0.595
1/1/2013,2,0.599
1/1/2013,3,1.058
1/1/2013,4,0.768
1/1/2013,5,0.599
1/1/2013,6,0.558
1/1/2013,7,0.564
1/1/2013,8,0.571
1/1/2013,9,0.594
1/1/2013,10,0.824
1/1/2013,11,0.766
1/1/2013,12,0.954
1/1/2013,13,0.881
1/1/2013,14,0.824
1/1/2013,15,0.794
1/1/2013,16,1.087
1/1/2013,17,1.842
1/1/2013,18,2.001
1/1/2013,19,2.203
1/1/2013,20,2.251
1/1/2013,21,1.217
1/1/2013,22,1.178
1/1/2013,23,1.8
1/2/2013,0,1.05
1/2/2013,1,0.562
1/2/2013,2,0.525
1/2/2013,3,0.562
1/2/2013,4,0.54
1/2/2013,5,0.542
1/2/2013,6,0.564
1/2/2013,7,0.554
1/2/2013,8,0.546
1/2/2013,9,0.851
1/2/2013,10,0.772
1/2/2013,11,0.617
1/2/2013,12,0.638
1/2/2013,13,1.142
1/2/2013,14,0.794
1/2/2013,15,1.082
1/2/2013,16,3.814
1/2/2013,17,2.103
1/2/2013,18,2.11
1/2/2013,19,3.433
1/2/2013,20,2.679
1/2/2013,21,2.11
1/2/2013,22,1.717
1/2/2013,23,1.134
1/3/2013,0,0.545
1/3/2013,1,0.583
1/3/2013,2,0.539
1/3/2013,3,0.551
1/3/2013,4,0.578
1/3/2013,5,0.516
1/3/2013,6,0.562
1/3/2013,7,0.591
1/3/2013,8,0.536
1/3/2013,9,0.862
1/3/2013,10,1.182
1/3/2013,11,1.193
1/3/2013,12,0.797
1/3/2013,13,0.532
1/3/2013,14,0.629
1/3/2013,15,2.078
1/3/2013,16,0.935
1/3/2013,17,1.609
1/3/2013,18,2.365
1/3/2013,19,1.914
1/3/2013,20,1.877
1/3/2013,21,1.719
1/3/2013,22,1.488
1/3/2013,23,1.362
1/4/2013,0,1.759
1/4/2013,1,2.693
1/4/2013,2,0.859
1/4/2013,3,0.554
1/4/2013,4,0.579
1/4/2013,5,0.569
1/4/2013,6,0.576
1/4/2013,7,0.575
1/4/2013,8,1.05
1/4/2013,9,0.975
1/4/2013,10,1.349
1/4/2013,11,1.603
1/4/2013,12,0.902
1/4/2013,13,2.878
1/4/2013,14,1.723
1/4/2013,15,0.897
1/4/2013,16,2.792
1/4/2013,17,1.547
1/4/2013,18,1.746
1/4/2013,19,3.14
1/4/2013,20,2.684
1/4/2013,21,1.348
1/4/2013,22,1.932
1/4/2013,23,2.597
1/5/2013,0,0.957
1/5/2013,1,0.756
1/5/2013,2,0.558
1/5/2013,3,1.159
1/5/2013,4,1.202
1/5/2013,5,1.638
1/5/2013,6,0.756
1/5/2013,7,1.9
1/5/2013,8,1.568
1/5/2013,9,1.593
1/5/2013,10,2.106
1/5/2013,11,1.991
1/5/2013,12,0.943
1/5/2013,13,1.798
1/5/2013,14,1.475
1/5/2013,15,2.148
1/5/2013,16,0.906
1/5/2013,17,2.403
1/5/2013,18,1.995
1/5/2013,19,1.511
1/5/2013,20,1.394
1/5/2013,21,1.893
1/5/2013,22,1.652
1/5/2013,23,3.509
1/6/2013,0,1.666
1/6/2013,1,0.567
1/6/2013,2,0.547
1/6/2013,3,0.574
1/6/2013,4,0.531
1/6/2013,5,0.566
1/6/2013,6,0.569
1/6/2013,7,0.514
1/6/2013,8,2.221
1/6/2013,9,2.129
1/6/2013,10,1.286
1/6/2013,11,2.387
1/6/2013,12,1.196
1/6/2013,13,1.294
1/6/2013,14,1.715
1/6/2013,15,0.907
1/6/2013,16,1.79
1/6/2013,17,1.071
1/6/2013,18,2.08
1/6/2013,19,3.17
1/6/2013,20,2.653
1/6/2013,21,1.394
1/6/2013,22,1.672
1/6/2013,23,1.587
1/7/2013,0,0.809
1/7/2013,1,0.543
1/7/2013,2,0.55
1/7/2013,3,0.605
1/7/2013,4,0.64
1/7/2013,5,0.568
1/7/2013,6,0.559
1/7/2013,7,0.518
1/7/2013,8,0.922
1/7/2013,9,0.505
1/7/2013,10,1.012
1/7/2013,11,0.885
1/7/2013,12,0.818
1/7/2013,13,0.928
1/7/2013,14,0.769
1/7/2013,15,0.812
1/7/2013,16,1.412
1/7/2013,17,2.03
1/7/2013,18,3.061
1/7/2013,19,1.985
1/7/2013,20,1.914
1/7/2013,21,2.128
1/7/2013,22,1.889
1/7/2013,23,1.629
1/8/2013,0,1.541
1/8/2013,1,0.538
1/8/2013,2,0.563
1/8/2013,3,0.576
1/8/2013,4,0.512
1/8/2013,5,0.585
1/8/2013,6,0.554
1/8/2013,7,0.564
1/8/2013,8,1.836
1/8/2013,9,0.886
1/8/2013,10,1.064
1/8/2013,11,0.968
1/8/2013,12,0.531
1/8/2013,13,0.89
1/8/2013,14,1.124
1/8/2013,15,1.093
1/8/2013,16,0.982
1/8/2013,17,1.815
1/8/2013,18,3.127
1/8/2013,19,1.734
1/8/2013,20,1.583
1/8/2013,21,1.634
1/8/2013,22,2.807
1/8/2013,23,2.482
1/9/2013,0,3.315
1/9/2013,1,0.604
1/9/2013,2,1.897
1/9/2013,3,0.525
1/9/2013,4,1.29
1/9/2013,5,1.193
1/9/2013,6,0.942
1/9/2013,7,1.698
1/9/2013,8,2.553
1/9/2013,9,1.169
1/9/2013,10,1.676
1/9/2013,11,1.58
1/9/2013,12,1.041
1/9/2013,13,5.051
1/9/2013,14,0.575
1/9/2013,15,1.44
1/9/2013,16,1.916
1/9/2013,17,1.749
1/9/2013,18,1.364
1/9/2013,19,2.92
1/9/2013,20,2.231
1/9/2013,21,1.374
1/9/2013,22,1.364
1/9/2013,23,2.158
1/10/2013,0,0.912
1/10/2013,1,0.577
1/10/2013,2,0.575
1/10/2013,3,0.55
1/10/2013,4,0.549
1/10/2013,5,0.682
1/10/2013,6,0.553
1/10/2013,7,0.557
1/10/2013,8,1.459
1/10/2013,9,1.038
1/10/2013,10,0.962
1/10/2013,11,1.042
1/10/2013,12,0.875
1/10/2013,13,0.734
1/10/2013,14,0.801
1/10/2013,15,0.8
1/10/2013,16,0.573
1/10/2013,17,0.623
1/10/2013,18,2.127
1/10/2013,19,3.279
1/10/2013,20,2.385
1/10/2013,21,1.689
1/10/2013,22,1.407
1/10/2013,23,1.325
1/11/2013,0,2.16
1/11/2013,1,0.686
1/11/2013,2,0.558
1/11/2013,3,0.666
1/11/2013,4,0.59
1/11/2013,5,0.563
1/11/2013,6,0.579
1/11/2013,7,0.593
1/11/2013,8,1.906
1/11/2013,9,0.777
1/11/2013,10,0.85
1/11/2013,11,0.929
1/11/2013,12,0.684
1/11/2013,13,0.564
1/11/2013,14,0.904
1/11/2013,15,0.839
1/11/2013,16,1.027
1/11/2013,17,1.08
1/11/2013,18,1.077
1/11/2013,19,0.804
1/11/2013,20,0.951
1/11/2013,21,1.558
1/11/2013,22,1.489
1/11/2013,23,1.597
1/12/2013,0,0.786
1/12/2013,1,0.587
1/12/2013,2,0.57
1/12/2013,3,0.611
1/12/2013,4,0.587
1/12/2013,5,0.587
1/12/2013,6,0.563
1/12/2013,7,0.605
1/12/2013,8,0.69
1/12/2013,9,0.544
1/12/2013,10,0.908
1/12/2013,11,1.161
1/12/2013,12,0.679
1/12/2013,13,0.621
1/12/2013,14,0.752
1/12/2013,15,1.226
1/12/2013,16,1.111
1/12/2013,17,1.596
1/12/2013,18,1.442
1/12/2013,19,1.974
1/12/2013,20,1.978
1/12/2013,21,1.06
1/12/2013,22,1.464
1/12/2013,23,1.5
1/13/2013,0,1.422
1/13/2013,1,0.568
1/13/2013,2,0.663
1/13/2013,3,0.447
1/13/2013,4,0.449
1/13/2013,5,0.714
1/13/2013,6,0.448
1/13/2013,7,0.783
1/13/2013,8,0.861
1/13/2013,9,1.024
1/13/2013,10,1.06
1/13/2013,11,1.02
1/13/2013,12,1.258
1/13/2013,13,0.741
1/13/2013,14,1.198
1/13/2013,15,0.625
1/13/2013,16,1.38
1/13/2013,17,0.899
1/13/2013,18,2.436
1/13/2013,19,3.023
1/13/2013,20,4.361
1/13/2013,21,3.878
1/13/2013,22,1.804
1/13/2013,23,1.445
1/14/2013,0,0.569
1/14/2013,1,0.703
1/14/2013,2,0.698
1/14/2013,3,0.69
1/14/2013,4,0.742
1/14/2013,5,0.704
1/14/2013,6,0.689
1/14/2013,7,0.684
1/14/2013,8,1.809
1/14/2013,9,1.05
1/14/2013,10,0.907
1/14/2013,11,0.937
1/14/2013,12,1.126
1/14/2013,13,0.812
1/14/2013,14,0.783
1/14/2013,15,1.034
1/14/2013,16,1.135
1/14/2013,17,1.101
1/14/2013,18,3.224
1/14/2013,19,2.095
1/14/2013,20,1.955
1/14/2013,21,1.607
1/14/2013,22,1.675
1/14/2013,23,1.46
1/15/2013,0,0.683
1/15/2013,1,0.551
1/15/2013,2,0.555
1/15/2013,3,0.532
1/15/2013,4,0.587
1/15/2013,5,0.547
1/15/2013,6,0.551
1/15/2013,7,0.588
